emp_no,first_name,last_name,title,from_date,to_date,salary
256361,Jaideep,Peltason,Senior Engineer,1988-07-10,9999-01-01,"$48,901.00"
256391,Danai,Range,Senior Engineer,1996-05-12,9999-01-01,"$47,759.00"
256391,Danai,Range,Engineer,1988-05-12,1996-05-12,"$47,759.00"
256394,Takahiro,Tagansky,Engineer,1997-07-05,9999-01-01,"$47,053.00"
256403,Tua,Mattern,Senior Engineer,1985-09-06,9999-01-01,"$44,299.00"
256407,Boaz,Mawatari,Senior Staff,1985-06-17,9999-01-01,"$44,973.00"
256408,Ortrud,Pollacia,Technique Leader,1985-07-22,9999-01-01,"$40,000.00"
256416,Oksana,Beutelspacher,Senior Staff,1997-02-19,9999-01-01,"$63,257.00"
256416,Oksana,Beutelspacher,Staff,1988-02-20,1997-02-19,"$63,257.00"
256429,Takahiro,Kaiserswerth,Senior Engineer,1995-01-26,9999-01-01,"$40,000.00"
256429,Takahiro,Kaiserswerth,Engineer,1987-01-26,1995-01-26,"$40,000.00"
256431,Lena,Schiettecatte,Senior Staff,2000-11-24,9999-01-01,"$55,925.00"
256431,Lena,Schiettecatte,Staff,1992-11-24,2000-11-24,"$55,925.00"
256440,Jenwei,Merey,Senior Engineer,1985-08-10,9999-01-01,"$46,452.00"
256443,Lorien,Geffroy,Senior Staff,1993-08-04,9999-01-01,"$74,978.00"
256444,Quingbo,Vingron,Senior Engineer,1990-09-08,9999-01-01,"$53,441.00"
256459,Claudi,Ranum,Senior Staff,1993-06-20,9999-01-01,"$81,131.00"
256459,Claudi,Ranum,Staff,1987-06-21,1993-06-20,"$81,131.00"
256461,Khedija,Muniz,Senior Staff,1995-11-29,9999-01-01,"$76,081.00"
256461,Khedija,Muniz,Staff,1986-11-29,1995-11-29,"$76,081.00"
256466,Constantine,Brodie,Staff,1997-10-03,9999-01-01,"$95,493.00"
256468,Bernice,Grospietsch,Engineer,1999-04-17,9999-01-01,"$40,000.00"
256480,Demos,Ghemri,Senior Engineer,1994-10-17,9999-01-01,"$51,574.00"
256480,Demos,Ghemri,Engineer,1988-10-17,1994-10-17,"$51,574.00"
256484,Fayez,Randi,Senior Staff,2000-12-27,9999-01-01,"$40,000.00"
256484,Fayez,Randi,Staff,1991-12-28,2000-12-27,"$40,000.00"
256494,Kitty,Champarnaud,Senior Staff,1988-02-20,9999-01-01,"$60,199.00"
256521,Bangqing,Kampfer,Senior Staff,1996-02-23,9999-01-01,"$62,755.00"
256521,Bangqing,Kampfer,Staff,1987-02-23,1996-02-23,"$62,755.00"
256532,Percy,Benner,Senior Engineer,1986-11-21,9999-01-01,"$52,412.00"
256535,Yechiam,Danecki,Senior Staff,1994-12-15,9999-01-01,"$40,000.00"
256535,Yechiam,Danecki,Staff,1987-12-15,1994-12-15,"$40,000.00"
256536,Conor,Haumacher,Senior Staff,1995-08-25,9999-01-01,"$40,000.00"
256536,Conor,Haumacher,Staff,1987-08-25,1995-08-25,"$40,000.00"
256544,Nirmal,Gide,Senior Engineer,1991-05-22,9999-01-01,"$68,952.00"
256544,Nirmal,Gide,Engineer,1986-05-22,1991-05-22,"$68,952.00"
256551,Jaewoo,Peroz,Senior Engineer,1993-02-12,9999-01-01,"$51,903.00"
256551,Jaewoo,Peroz,Engineer,1988-02-13,1993-02-12,"$51,903.00"
256576,Kolar,Boudaillier,Senior Staff,1993-06-04,9999-01-01,"$50,817.00"
256576,Kolar,Boudaillier,Staff,1987-06-05,1993-06-04,"$50,817.00"
256583,Fatemeh,Servi,Senior Engineer,1995-08-01,9999-01-01,"$53,571.00"
256611,Godehard,Lally,Senior Engineer,2001-10-19,9999-01-01,"$49,510.00"
256611,Godehard,Lally,Engineer,1994-10-19,2001-10-19,"$49,510.00"
256611,Godehard,Lally,Assistant Engineer,1987-10-19,1994-10-19,"$49,510.00"
256617,Mohan,Alameldin,Senior Engineer,1993-11-21,9999-01-01,"$41,602.00"
256617,Mohan,Alameldin,Engineer,1986-11-21,1993-11-21,"$41,602.00"
256626,Yurii,Fortenbacher,Technique Leader,1996-01-18,9999-01-01,"$40,000.00"
256629,Toong,Jiang,Senior Engineer,1996-11-11,9999-01-01,"$40,000.00"
256629,Toong,Jiang,Engineer,1987-11-12,1996-11-11,"$40,000.00"
256632,Qunsheng,Vingron,Senior Engineer,1994-09-26,9999-01-01,"$40,000.00"
256632,Qunsheng,Vingron,Engineer,1987-09-26,1994-09-26,"$40,000.00"
256636,Mayuri,Hoppenstand,Senior Engineer,1995-04-06,9999-01-01,"$47,663.00"
256636,Mayuri,Hoppenstand,Engineer,1990-04-06,1995-04-06,"$47,663.00"
256637,Udi,Madeira,Senior Staff,1997-08-27,9999-01-01,"$70,359.00"
256637,Udi,Madeira,Staff,1989-08-27,1997-08-27,"$70,359.00"
256648,Muzhong,Binkley,Senior Staff,1985-03-29,9999-01-01,"$74,697.00"
256657,Terresa,Baumann,Senior Staff,2000-03-28,9999-01-01,"$57,618.00"
256657,Terresa,Baumann,Staff,1995-03-29,2000-03-28,"$57,618.00"
256661,Moriyoshi,Talmor,Senior Engineer,1988-10-13,9999-01-01,"$41,450.00"
256664,Alejandra,Poupard,Senior Staff,1995-03-08,9999-01-01,"$85,672.00"
256664,Alejandra,Poupard,Staff,1987-03-08,1995-03-08,"$85,672.00"
256678,Quingbo,Gustavson,Senior Staff,1998-11-26,9999-01-01,"$57,161.00"
256682,Troy,Imataki,Engineer,1999-11-06,9999-01-01,"$43,532.00"
256701,Chikako,Veevers,Senior Engineer,1993-07-10,9999-01-01,"$40,000.00"
256701,Chikako,Veevers,Engineer,1988-07-10,1993-07-10,"$40,000.00"
256702,Uli,Murrill,Senior Staff,1992-11-21,9999-01-01,"$40,000.00"
256702,Uli,Murrill,Staff,1987-11-22,1992-11-21,"$40,000.00"
256707,Breannda,Bain,Senior Staff,1995-08-16,9999-01-01,"$78,680.00"
256707,Breannda,Bain,Staff,1987-08-16,1995-08-16,"$78,680.00"
256727,Marin,Glowinski,Senior Staff,1998-06-13,9999-01-01,"$50,335.00"
256727,Marin,Glowinski,Staff,1989-06-13,1998-06-13,"$50,335.00"
256728,Sajjan,Huxford,Senior Staff,1988-10-29,9999-01-01,"$64,478.00"
256740,Marsal,Vanwelkenhuysen,Senior Engineer,1991-05-02,9999-01-01,"$40,000.00"
256740,Marsal,Vanwelkenhuysen,Engineer,1985-05-02,1991-05-02,"$40,000.00"
256743,King,Bhattacharjee,Senior Engineer,1993-03-25,9999-01-01,"$40,000.00"
256743,King,Bhattacharjee,Engineer,1986-03-25,1993-03-25,"$40,000.00"
256751,Boutros,Morris,Engineer,1995-01-12,9999-01-01,"$45,303.00"
256751,Boutros,Morris,Assistant Engineer,1987-01-12,1995-01-12,"$45,303.00"
256764,Shirish,Merks,Senior Staff,1995-04-16,9999-01-01,"$40,000.00"
256764,Shirish,Merks,Staff,1988-04-15,1995-04-16,"$40,000.00"
256769,Shiv,Barbanera,Senior Staff,1992-05-29,9999-01-01,"$85,369.00"
256769,Shiv,Barbanera,Staff,1986-05-30,1992-05-29,"$85,369.00"
256772,Hiroyasu,Malinowski,Senior Staff,1995-07-05,9999-01-01,"$55,199.00"
256772,Hiroyasu,Malinowski,Staff,1986-07-05,1995-07-05,"$55,199.00"
256783,Gonzalo,Bail,Engineer,1995-02-11,9999-01-01,"$66,157.00"
256792,Kerryn,Merli,Senior Staff,1995-09-29,9999-01-01,"$93,413.00"
256792,Kerryn,Merli,Staff,1987-09-29,1995-09-29,"$93,413.00"
256823,Divier,Bolsens,Senior Engineer,1999-12-23,9999-01-01,"$40,000.00"
256823,Divier,Bolsens,Engineer,1993-12-23,1999-12-23,"$40,000.00"
256823,Divier,Bolsens,Assistant Engineer,1987-12-24,1993-12-23,"$40,000.00"
256828,Wilmer,Ramaiah,Senior Staff,1985-09-01,9999-01-01,"$40,000.00"
256834,Guozhong,Eickenmeyer,Technique Leader,1993-07-04,9999-01-01,"$40,000.00"
256835,Ranga,Hofstetter,Senior Engineer,2000-06-14,9999-01-01,"$40,000.00"
256835,Ranga,Hofstetter,Engineer,1993-06-14,2000-06-14,"$40,000.00"
256840,Bartek,Navazio,Senior Engineer,1997-12-12,9999-01-01,"$51,810.00"
256852,Shir,Tanemo,Senior Staff,2002-06-17,9999-01-01,"$61,271.00"
256852,Shir,Tanemo,Staff,1994-06-17,2002-06-17,"$61,271.00"
256858,Fuqing,Strooper,Senior Engineer,1995-01-22,9999-01-01,"$40,781.00"
256858,Fuqing,Strooper,Engineer,1986-01-22,1995-01-22,"$40,781.00"
256863,Jahangir,Leonhardt,Senior Engineer,1994-09-11,9999-01-01,"$48,703.00"
256863,Jahangir,Leonhardt,Engineer,1985-09-12,1994-09-11,"$48,703.00"
256874,Rimli,Takanami,Senior Staff,1993-09-28,9999-01-01,"$40,000.00"
256874,Rimli,Takanami,Staff,1988-09-28,1993-09-28,"$40,000.00"
256916,Suebskul,Anido,Senior Engineer,1987-12-24,9999-01-01,"$55,134.00"
256919,Suebskul,Crouzet,Senior Staff,1997-09-14,9999-01-01,"$40,000.00"
256919,Suebskul,Crouzet,Staff,1988-09-14,1997-09-14,"$40,000.00"
256920,Martial,Salinas,Senior Staff,1989-06-02,9999-01-01,"$40,000.00"
256929,Gadiel,Anguita,Staff,1995-09-06,9999-01-01,"$50,357.00"
256936,Maha,Redmiles,Senior Engineer,1992-10-01,9999-01-01,"$40,000.00"
256936,Maha,Redmiles,Engineer,1986-10-02,1992-10-01,"$40,000.00"
256956,Golgen,Unno,Senior Engineer,1988-06-30,9999-01-01,"$44,349.00"
256961,Aksel,Farrar,Senior Engineer,1997-06-20,9999-01-01,"$56,341.00"
256961,Aksel,Farrar,Engineer,1988-06-20,1997-06-20,"$56,341.00"
256969,Kazuhisa,Keohane,Senior Engineer,2002-03-24,9999-01-01,"$45,605.00"
256969,Kazuhisa,Keohane,Engineer,1997-03-24,2002-03-24,"$45,605.00"
256969,Kazuhisa,Keohane,Assistant Engineer,1992-03-24,1997-03-24,"$45,605.00"
256993,Martijn,Laurillard,Engineer,1999-02-16,9999-01-01,"$58,729.00"
257004,Godehard,Lowrie,Senior Engineer,1996-11-20,9999-01-01,"$40,000.00"
257004,Godehard,Lowrie,Engineer,1988-11-20,1996-11-20,"$40,000.00"
257009,Jasminko,Zschoche,Senior Engineer,1992-11-08,9999-01-01,"$66,665.00"
257009,Jasminko,Zschoche,Engineer,1985-11-08,1992-11-08,"$66,665.00"
257017,Margo,Rousseau,Technique Leader,1998-02-05,9999-01-01,"$47,352.00"
257051,Remzi,Norsworthy,Senior Staff,1988-07-28,9999-01-01,"$78,632.00"
257053,Nimmagadda,Emiris,Senior Staff,2001-07-08,9999-01-01,"$68,397.00"
257053,Nimmagadda,Emiris,Staff,1992-07-08,2001-07-08,"$68,397.00"
257073,Kagan,Schaar,Senior Staff,1996-12-03,9999-01-01,"$40,191.00"
257073,Kagan,Schaar,Staff,1988-12-03,1996-12-03,"$40,191.00"
257078,Boaz,Siepmann,Engineer,1998-01-24,9999-01-01,"$40,000.00"
257078,Boaz,Siepmann,Assistant Engineer,1990-01-24,1998-01-24,"$40,000.00"
257086,Xiaocheng,Ghalwash,Senior Engineer,1992-03-23,9999-01-01,"$57,585.00"
257086,Xiaocheng,Ghalwash,Engineer,1985-03-23,1992-03-23,"$57,585.00"
257097,Sudharsan,Zielinski,Senior Engineer,1998-07-21,9999-01-01,"$40,000.00"
257097,Sudharsan,Zielinski,Engineer,1992-07-21,1998-07-21,"$40,000.00"
257097,Sudharsan,Zielinski,Assistant Engineer,1986-07-22,1992-07-21,"$40,000.00"
257099,Nevin,Swan,Senior Staff,1996-08-09,9999-01-01,"$49,711.00"
257103,Rildo,Fabrizio,Senior Staff,2002-03-01,9999-01-01,"$40,000.00"
257103,Rildo,Fabrizio,Staff,1997-03-01,2002-03-01,"$40,000.00"
257127,Itzchak,Camarinopoulos,Senior Engineer,1995-01-28,9999-01-01,"$40,000.00"
257127,Itzchak,Camarinopoulos,Engineer,1989-01-28,1995-01-28,"$40,000.00"
257133,Jenwei,Gill,Senior Staff,1991-04-05,9999-01-01,"$40,000.00"
257133,Jenwei,Gill,Staff,1986-04-05,1991-04-05,"$40,000.00"
257152,Phillip,Rosenbaum,Senior Engineer,1992-05-29,9999-01-01,"$40,000.00"
257152,Phillip,Rosenbaum,Engineer,1986-05-30,1992-05-29,"$40,000.00"
257154,Kazuhiro,Vrecion,Senior Staff,1998-03-30,9999-01-01,"$63,408.00"
257154,Kazuhiro,Vrecion,Staff,1989-03-30,1998-03-30,"$63,408.00"
257189,Arlette,Tischendorf,Senior Engineer,1989-02-23,9999-01-01,"$40,000.00"
257200,Satosi,Cromarty,Senior Staff,1995-08-21,9999-01-01,"$40,000.00"
257200,Satosi,Cromarty,Staff,1987-08-21,1995-08-21,"$40,000.00"
257205,Menkae,Heydon,Senior Staff,1994-03-25,9999-01-01,"$64,166.00"
257205,Menkae,Heydon,Staff,1987-03-25,1994-03-25,"$64,166.00"
257209,Tamiya,Huhdanpaa,Engineer,1995-07-15,9999-01-01,"$40,000.00"
257209,Tamiya,Huhdanpaa,Assistant Engineer,1987-07-15,1995-07-15,"$40,000.00"
257217,Arco,Horswill,Senior Staff,1995-02-03,9999-01-01,"$56,645.00"
257217,Arco,Horswill,Staff,1987-02-03,1995-02-03,"$56,645.00"
257235,Serap,Suomi,Senior Engineer,1988-07-09,9999-01-01,"$41,879.00"
257262,Geraldo,Cusworth,Engineer,1997-07-31,9999-01-01,"$62,316.00"
257264,Zhigen,Michaels,Senior Staff,1986-04-22,9999-01-01,"$42,573.00"
257269,Rimon,Collette,Senior Staff,1990-07-05,9999-01-01,"$77,486.00"
257269,Rimon,Collette,Staff,1985-07-05,1990-07-05,"$77,486.00"
257270,Tomokazu,Muhlberg,Senior Engineer,1990-04-26,9999-01-01,"$40,000.00"
257274,Yagil,Perfilyeva,Senior Engineer,2002-06-17,9999-01-01,"$40,000.00"
257274,Yagil,Perfilyeva,Engineer,1996-06-17,2002-06-17,"$40,000.00"
257300,Nimmagadda,Taubenfeld,Senior Staff,1993-06-11,9999-01-01,"$85,537.00"
257300,Nimmagadda,Taubenfeld,Staff,1987-06-12,1993-06-11,"$85,537.00"
257301,Zhenhua,Kampfer,Senior Staff,1985-05-04,9999-01-01,"$79,075.00"
257302,Breannda,Steinauer,Senior Staff,1995-01-10,9999-01-01,"$52,753.00"
257302,Breannda,Steinauer,Staff,1988-01-10,1995-01-10,"$52,753.00"
257311,Bernardo,Cooke,Senior Staff,1988-08-23,9999-01-01,"$66,997.00"
257322,Kotesh,Veldwijk,Senior Staff,1996-06-16,9999-01-01,"$40,000.00"
257322,Kotesh,Veldwijk,Staff,1988-06-16,1996-06-16,"$40,000.00"
257340,Gina,Feldmann,Senior Engineer,1992-04-15,9999-01-01,"$40,000.00"
257340,Gina,Feldmann,Engineer,1985-04-15,1992-04-15,"$40,000.00"
257350,Kaijung,Bardell,Senior Engineer,2000-07-12,9999-01-01,"$61,884.00"
257350,Kaijung,Bardell,Engineer,1994-07-13,2000-07-12,"$61,884.00"
257357,Lidong,Gomatam,Senior Engineer,1985-05-07,9999-01-01,"$40,000.00"
257360,Honglan,Otillio,Senior Staff,1993-12-09,9999-01-01,"$106,124.00"
257360,Honglan,Otillio,Staff,1985-12-09,1993-12-09,"$106,124.00"
257369,Prasadram,Nannarelli,Senior Engineer,2000-07-07,9999-01-01,"$54,587.00"
257369,Prasadram,Nannarelli,Engineer,1992-07-07,2000-07-07,"$54,587.00"
257376,Hyuncheol,Schwaller,Senior Staff,1986-10-22,9999-01-01,"$53,692.00"
257395,Yishay,Navazio,Senior Staff,1991-06-26,9999-01-01,"$40,000.00"
257395,Yishay,Navazio,Staff,1985-06-26,1991-06-26,"$40,000.00"
257401,Steve,Scallan,Senior Engineer,1999-10-05,9999-01-01,"$40,000.00"
257401,Steve,Scallan,Engineer,1991-10-05,1999-10-05,"$40,000.00"
257407,Evgueni,Speer,Senior Staff,1996-09-01,9999-01-01,"$49,114.00"
257409,Yuuichi,Sanella,Senior Engineer,2000-10-25,9999-01-01,"$41,864.00"
257409,Yuuichi,Sanella,Engineer,1992-10-25,2000-10-25,"$41,864.00"
257416,Elvis,Jullig,Engineer,1999-08-03,9999-01-01,"$61,486.00"
257432,Honglan,Birjandi,Senior Engineer,2000-06-03,9999-01-01,"$43,163.00"
257432,Honglan,Birjandi,Engineer,1991-06-04,2000-06-03,"$43,163.00"
257435,Bangqing,Krybus,Senior Staff,1988-07-22,9999-01-01,"$46,317.00"
257436,Arlette,Dahlbom,Senior Staff,2001-04-07,9999-01-01,"$86,745.00"
257436,Arlette,Dahlbom,Staff,1996-04-07,2001-04-07,"$86,745.00"
257437,Valery,Menyhert,Engineer,1998-07-16,9999-01-01,"$40,000.00"
257441,Munehiko,Maccarone,Senior Engineer,1999-10-08,9999-01-01,"$47,954.00"
257441,Munehiko,Maccarone,Engineer,1992-10-07,1999-10-08,"$47,954.00"
257441,Munehiko,Maccarone,Assistant Engineer,1985-10-07,1992-10-07,"$47,954.00"
257455,Maris,Dratva,Senior Staff,1996-11-09,9999-01-01,"$69,277.00"
257455,Maris,Dratva,Staff,1991-11-10,1996-11-09,"$69,277.00"
257467,Jacqueline,Hofmeyr,Senior Engineer,1993-05-29,9999-01-01,"$64,625.00"
257467,Jacqueline,Hofmeyr,Engineer,1987-05-30,1993-05-29,"$64,625.00"
257485,JoAnne,Schade,Senior Staff,1990-08-16,9999-01-01,"$74,705.00"
257485,JoAnne,Schade,Staff,1985-08-16,1990-08-16,"$74,705.00"
257498,Taiji,Bharadwaj,Senior Staff,1996-11-20,9999-01-01,"$71,520.00"
257498,Taiji,Bharadwaj,Staff,1987-11-21,1996-11-20,"$71,520.00"
257501,Hilary,Bael,Staff,1997-10-08,9999-01-01,"$56,813.00"
257505,Eran,Conta,Senior Staff,1998-07-28,9999-01-01,"$66,882.00"
257505,Eran,Conta,Staff,1990-07-28,1998-07-28,"$66,882.00"
257511,Younwoo,Luck,Senior Staff,1992-07-02,9999-01-01,"$83,214.00"
257511,Younwoo,Luck,Staff,1987-07-03,1992-07-02,"$83,214.00"
257517,Salvador,Speckmann,Senior Engineer,1996-11-04,9999-01-01,"$40,000.00"
257517,Salvador,Speckmann,Engineer,1988-11-04,1996-11-04,"$40,000.00"
257526,Lalit,Ferretti,Engineer,1994-05-29,9999-01-01,"$40,000.00"
257533,Suebskul,Brookner,Senior Engineer,1995-12-12,9999-01-01,"$40,000.00"
257533,Suebskul,Brookner,Engineer,1990-12-12,1995-12-12,"$40,000.00"
257537,Souichi,Segond,Engineer,1998-04-06,9999-01-01,"$42,323.00"
257538,Marco,Bellmore,Senior Engineer,1996-11-26,9999-01-01,"$40,000.00"
257538,Marco,Bellmore,Engineer,1987-11-27,1996-11-26,"$40,000.00"
257565,Ymte,Heyers,Senior Engineer,1986-11-07,9999-01-01,"$40,106.00"
257578,Ramachenga,Mersereau,Senior Engineer,1985-11-22,9999-01-01,"$44,674.00"
257617,Hideyuki,Markovitch,Senior Engineer,1998-08-26,9999-01-01,"$67,926.00"
257617,Hideyuki,Markovitch,Engineer,1991-08-26,1998-08-26,"$67,926.00"
257628,Luisa,Stille,Staff,1998-06-13,9999-01-01,"$56,560.00"
257630,Jongsuk,Neiman,Senior Staff,1992-08-03,9999-01-01,"$55,060.00"
257630,Jongsuk,Neiman,Staff,1986-08-04,1992-08-03,"$55,060.00"
257640,Reinhard,Klyachko,Senior Engineer,2001-05-01,9999-01-01,"$40,000.00"
257640,Reinhard,Klyachko,Engineer,1996-05-01,2001-05-01,"$40,000.00"
257652,Naftaly,Kirkerud,Senior Staff,1995-08-21,9999-01-01,"$40,000.00"
257652,Naftaly,Kirkerud,Staff,1987-08-21,1995-08-21,"$40,000.00"
257659,Danae,Kadhim,Senior Staff,1993-12-25,9999-01-01,"$65,660.00"
257659,Danae,Kadhim,Staff,1985-12-25,1993-12-25,"$65,660.00"
257665,Keiichiro,Gide,Staff,1997-04-11,9999-01-01,"$40,000.00"
257667,Alagu,Dechter,Senior Staff,1993-02-15,9999-01-01,"$40,000.00"
257667,Alagu,Dechter,Staff,1986-02-15,1993-02-15,"$40,000.00"
257671,Rayond,Buescher,Senior Staff,1993-07-18,9999-01-01,"$40,000.00"
257671,Rayond,Buescher,Staff,1986-07-18,1993-07-18,"$40,000.00"
257677,Doowon,Bondorf,Senior Engineer,1990-01-21,9999-01-01,"$51,596.00"
257685,Siamak,Szilard,Senior Engineer,1992-03-15,9999-01-01,"$40,000.00"
257685,Siamak,Szilard,Engineer,1985-03-15,1992-03-15,"$40,000.00"
257699,Gad,Zykh,Senior Engineer,1991-08-30,9999-01-01,"$51,894.00"
257699,Gad,Zykh,Engineer,1986-08-30,1991-08-30,"$51,894.00"
257705,Takushi,Jumpertz,Senior Staff,2001-10-30,9999-01-01,"$64,269.00"
257705,Takushi,Jumpertz,Staff,1993-10-31,2001-10-30,"$64,269.00"
257733,Adin,Toyoshima,Senior Engineer,2000-01-06,9999-01-01,"$57,893.00"
257733,Adin,Toyoshima,Engineer,1993-01-05,2000-01-06,"$57,893.00"
257740,Jaewon,Merkl,Senior Staff,1989-06-20,9999-01-01,"$73,959.00"
257793,Mitsuyuki,Kalafatis,Senior Engineer,2001-05-20,9999-01-01,"$66,402.00"
257793,Mitsuyuki,Kalafatis,Engineer,1993-05-20,2001-05-20,"$66,402.00"
257793,Mitsuyuki,Kalafatis,Assistant Engineer,1985-05-20,1993-05-20,"$66,402.00"
257797,Yongmin,Gecsei,Senior Staff,1991-09-12,9999-01-01,"$54,456.00"
257797,Yongmin,Gecsei,Staff,1986-09-12,1991-09-12,"$54,456.00"
257798,Alselm,Samarati,Senior Engineer,1988-08-04,9999-01-01,"$40,090.00"
257802,Josyula,Vieri,Senior Engineer,1993-07-05,9999-01-01,"$48,837.00"
257802,Josyula,Vieri,Engineer,1986-07-05,1993-07-05,"$48,837.00"
257804,Peer,Conte,Senior Engineer,1992-10-24,9999-01-01,"$41,900.00"
257817,Sanjay,Kaminger,Senior Engineer,1985-10-05,9999-01-01,"$65,777.00"
257828,Kristin,Iisaka,Senior Staff,1985-03-23,9999-01-01,"$40,000.00"
257845,Uriel,Stafford,Senior Engineer,1994-05-18,9999-01-01,"$50,502.00"
257845,Uriel,Stafford,Engineer,1986-05-18,1994-05-18,"$50,502.00"
257860,Shahar,Gill,Senior Engineer,1994-07-28,9999-01-01,"$48,065.00"
257860,Shahar,Gill,Engineer,1985-07-28,1994-07-28,"$48,065.00"
257863,Zhiwei,Niizuma,Senior Engineer,2000-09-13,9999-01-01,"$59,610.00"
257863,Zhiwei,Niizuma,Engineer,1994-09-14,2000-09-13,"$59,610.00"
257867,Masaki,Collette,Senior Staff,1986-11-15,9999-01-01,"$47,199.00"
257876,Kiam,Isard,Senior Staff,1997-10-15,9999-01-01,"$44,891.00"
257876,Kiam,Isard,Staff,1988-10-15,1997-10-15,"$44,891.00"
257888,Zhensheng,Tiemann,Senior Engineer,1998-10-03,9999-01-01,"$41,353.00"
257888,Zhensheng,Tiemann,Engineer,1992-10-03,1998-10-03,"$41,353.00"
257888,Zhensheng,Tiemann,Assistant Engineer,1986-10-04,1992-10-03,"$41,353.00"
257907,Jacopo,Serdy,Senior Staff,1994-02-16,9999-01-01,"$40,000.00"
257907,Jacopo,Serdy,Staff,1986-02-16,1994-02-16,"$40,000.00"
257914,Garnet,Liedekerke,Senior Engineer,1988-09-26,9999-01-01,"$45,712.00"
257915,Subir,Noriega,Senior Staff,1989-08-23,9999-01-01,"$87,774.00"
257920,Marek,Fiebach,Senior Staff,1995-05-27,9999-01-01,"$73,779.00"
257920,Marek,Fiebach,Staff,1988-05-26,1995-05-27,"$73,779.00"
257934,Ziyad,Baja,Senior Engineer,1987-07-14,9999-01-01,"$50,390.00"
257953,Kwangyoen,Alencar,Senior Staff,1999-07-19,9999-01-01,"$76,071.00"
257953,Kwangyoen,Alencar,Staff,1993-07-19,1999-07-19,"$76,071.00"
257957,Ugo,Pramanik,Senior Engineer,1992-06-15,9999-01-01,"$40,000.00"
257957,Ugo,Pramanik,Engineer,1985-06-15,1992-06-15,"$40,000.00"
257971,Hugo,Nivat,Senior Staff,1999-12-12,9999-01-01,"$40,000.00"
257971,Hugo,Nivat,Staff,1992-12-11,1999-12-12,"$40,000.00"
257977,Marko,Goodrum,Senior Staff,1996-04-14,9999-01-01,"$52,849.00"
257977,Marko,Goodrum,Staff,1989-04-14,1996-04-14,"$52,849.00"
257982,Saeed,Zaccaria,Engineer,1998-02-12,9999-01-01,"$51,082.00"
257988,Phule,Usdin,Senior Engineer,1998-08-30,9999-01-01,"$66,819.00"
257988,Phule,Usdin,Engineer,1992-08-30,1998-08-30,"$66,819.00"
257988,Phule,Usdin,Assistant Engineer,1986-08-31,1992-08-30,"$66,819.00"
257992,Kazuhito,Besancenot,Senior Staff,1991-05-10,9999-01-01,"$46,394.00"
257992,Kazuhito,Besancenot,Staff,1985-05-10,1991-05-10,"$46,394.00"
257993,Ronnie,Azulay,Senior Engineer,1994-10-23,9999-01-01,"$40,000.00"
257993,Ronnie,Azulay,Engineer,1987-10-23,1994-10-23,"$40,000.00"
258003,Abdelghani,Rubsam,Staff,1996-09-26,9999-01-01,"$67,536.00"
258009,Renee,Flanders,Senior Engineer,1985-05-17,9999-01-01,"$40,000.00"
258010,Boaz,Birch,Senior Engineer,1993-02-18,9999-01-01,"$44,728.00"
258010,Boaz,Birch,Engineer,1985-02-18,1993-02-18,"$44,728.00"
258041,Yuchang,Jeong,Senior Engineer,1994-09-13,9999-01-01,"$49,890.00"
258041,Yuchang,Jeong,Engineer,1988-09-13,1994-09-13,"$49,890.00"
258054,Divier,Barinka,Senior Engineer,1997-01-12,9999-01-01,"$40,000.00"
258054,Divier,Barinka,Engineer,1988-01-13,1997-01-12,"$40,000.00"
258061,Elvis,Kakkar,Senior Engineer,1991-09-30,9999-01-01,"$43,918.00"
258061,Elvis,Kakkar,Engineer,1986-09-30,1991-09-30,"$43,918.00"
258071,Herbert,Jording,Senior Engineer,1993-06-26,9999-01-01,"$40,000.00"
258078,Hilary,Orlowski,Senior Engineer,1996-02-18,9999-01-01,"$88,057.00"
258078,Hilary,Orlowski,Engineer,1988-02-18,1996-02-18,"$88,057.00"
258084,Juichirou,Setia,Senior Staff,1991-12-11,9999-01-01,"$54,388.00"
258096,Shirish,Mitchem,Senior Staff,1994-03-06,9999-01-01,"$59,914.00"
258096,Shirish,Mitchem,Staff,1986-03-06,1994-03-06,"$59,914.00"
258100,Pranas,Manderick,Senior Engineer,1998-12-27,9999-01-01,"$40,000.00"
258100,Pranas,Manderick,Engineer,1991-12-27,1998-12-27,"$40,000.00"
258102,Uinam,Ibel,Senior Engineer,1993-08-22,9999-01-01,"$62,600.00"
258102,Uinam,Ibel,Engineer,1988-08-22,1993-08-22,"$62,600.00"
258122,Mabhin,Mamelak,Senior Engineer,1995-09-20,9999-01-01,"$40,000.00"
258122,Mabhin,Mamelak,Engineer,1987-09-20,1995-09-20,"$40,000.00"
258129,Doohun,Heping,Senior Engineer,1995-05-16,9999-01-01,"$40,000.00"
258129,Doohun,Heping,Engineer,1986-05-16,1995-05-16,"$40,000.00"
258132,Haldon,Speel,Staff,1996-02-17,9999-01-01,"$49,605.00"
258140,Boutros,Georgakopoulos,Senior Engineer,2000-07-15,9999-01-01,"$58,933.00"
258140,Boutros,Georgakopoulos,Engineer,1993-07-15,2000-07-15,"$58,933.00"
258140,Boutros,Georgakopoulos,Assistant Engineer,1986-07-15,1993-07-15,"$58,933.00"
258153,Billie,Guting,Senior Engineer,1991-04-21,9999-01-01,"$40,000.00"
258153,Billie,Guting,Engineer,1985-04-21,1991-04-21,"$40,000.00"
